datetime,pm1,pm25,relativehumidity,temperature,um003,hour_diff,segmen_baru,segmen_id
2026-03-20 23:00:00+07:00,27.0,43.3,51.0,26.0,6164.0,2.0,True,41
2026-03-21 00:00:00+07:00,23.4,37.7,58.0,26.4,4942.0,1.0,False,41
2026-03-21 01:00:00+07:00,22.5,36.3,60.0,26.4,4684.0,1.0,False,41
2026-03-21 02:00:00+07:00,21.2,34.4,59.0,26.3,4296.0,1.0,False,41
2026-03-21 03:00:00+07:00,20.4,33.1,59.0,26.2,4073.0,1.0,False,41
2026-03-21 04:00:00+07:00,18.9,30.7,58.0,26.1,3668.0,1.0,False,41
2026-03-21 05:00:00+07:00,17.3,28.7,58.0,26.1,3334.0,1.0,False,41
2026-03-21 06:00:00+07:00,15.6,26.1,57.0,26.0,3021.0,1.0,False,41
2026-03-21 07:00:00+07:00,15.3,25.4,56.0,26.0,2961.0,1.0,False,41
2026-03-21 08:00:00+07:00,15.5,26.1,54.0,26.0,3013.0,1.0,False,41
2026-03-21 09:00:00+07:00,14.2,24.2,55.0,26.1,2768.0,1.0,False,41
2026-03-21 10:00:00+07:00,18.1,31.0,59.0,26.6,3506.0,1.0,False,41
2026-03-21 11:00:00+07:00,12.5,22.0,59.0,27.2,2510.0,1.0,False,41
2026-03-21 12:00:00+07:00,11.1,18.9,57.0,27.3,2241.0,1.0,False,41
2026-03-21 13:00:00+07:00,21.8,36.7,44.0,23.1,4425.0,1.0,False,41
2026-03-21 14:00:00+07:00,17.9,30.5,40.0,24.4,3457.0,1.0,False,41
2026-03-21 15:00:00+07:00,13.6,23.6,44.0,27.2,2679.0,1.0,False,41
2026-03-21 16:00:00+07:00,12.6,21.7,48.0,27.6,2503.0,1.0,False,41
2026-03-21 17:00:00+07:00,14.6,25.1,54.0,26.7,2937.0,1.0,False,41
2026-03-21 18:00:00+07:00,21.9,37.2,43.0,24.4,4543.0,1.0,False,41
2026-03-21 19:00:00+07:00,16.6,28.8,49.0,26.8,3224.0,1.0,False,41
2026-03-21 20:00:00+07:00,14.9,25.8,51.0,26.9,2897.0,1.0,False,41
2026-03-21 21:00:00+07:00,15.4,26.5,53.0,26.6,2998.0,1.0,False,41
2026-03-21 22:00:00+07:00,39.1,64.7,53.0,26.5,9986.0,1.0,False,41
2026-03-21 23:00:00+07:00,37.0,63.0,55.0,26.4,10118.0,1.0,False,41
2026-03-22 00:00:00+07:00,30.6,49.9,56.0,25.9,7707.0,1.0,False,41
2026-03-22 01:00:00+07:00,29.5,48.6,48.0,22.6,7045.0,1.0,False,41
2026-03-22 02:00:00+07:00,24.7,40.3,56.0,24.5,5254.0,1.0,False,41
2026-03-22 03:00:00+07:00,20.5,33.7,58.0,24.5,4047.0,1.0,False,41
2026-03-22 04:00:00+07:00,17.2,28.6,58.0,24.4,3277.0,1.0,False,41
2026-03-22 05:00:00+07:00,13.8,23.7,58.0,24.3,2688.0,1.0,False,41
